"id","codigo","dane","colegio","departamento","ciudad","direccion","barrio","telefono","web","correo_i","cumpleaños","cod_zona","sub_zona","zona_madre","responsable","id_calendario","id_segmento","id_usuario","fecha_creacion"
"1","0",,"Oficina","1","Bogotá",,,,,,"0000-00-00",,"0",,,"1","0","0","2024-08-09 10:24:55"
"2","1",,"Trabajo en casa","1","Bogotá",,,,,,"0000-00-00",,"0",,,"1","0","0","2024-08-09 10:24:57"
"3","31176900321","311769003211","Colegio Santa Isabel De Hungria","1","Bogotá","Carrera 65 N° 165 - 10","Gilmar","6016715343","https://sih.edu.co",,"0000-00-00","36014796","0",,,"1","2","10","2024-08-09 10:23:28"
"5","31176900082","311769000823","Colegio Bilingue Hispanoamericano Conde Anzurez","1","Bogotá","Carrera 61 No. 173A - 80","San Jose De Bavaria","6013907170","https://hispanoamericano.edu.co/",,"0000-00-00","36014796","0",,,"1","2","10","2024-07-04 11:00:52"
"6","31100103436","311001034362","Colegio Santiago Mayor","1","Bogotá","Carrera 72 # 175 - 35","San Jose de Bavaria","6014672566","https://colegiosantiagomayor.edu.co/",,"0000-11-30","36014796","0",,,"1","1","10","2024-10-01 12:00:13"
"7","31176900041","311769000416","Colegio  Lausana","1","Bogotá","Calle  182  No.69 -  30","San Jose de Bavaria","6784641/ 6699416","https://www.colegiolausana.edu.co/",,"0000-00-00","36014796","0",,,"1","2","10","2024-10-01 12:00:13"
"8","31100104135","311001041351","Colegio Bilingue Inglaterra Real","1","Bogotá","Calle 183 N° 67 - 77","San Jose De Bavaria","6785800","https://www.colegioinglaterrareal.com/",,"1972-03-10","36014796","0",,,"1","2","10","2024-07-04 11:00:52"
"9","31100109360","311001093601","Liceo Matovelle","1","Bogotá","Carrera 65 N° 170 - 45","San Jose De Bavaria","6698301","www.liceomatovelle.com",,"1994-03-02","36014796","0",,,"1","2","10","2024-07-04 11:00:52"
"10","31100100402","311001004021","Liceo La Sabana","1","Bogotá","Carrera 65 N° 170 - 65","San Jose De Bavaria","8053788","www.liceolasabana.edu.co",,"0000-00-00","9149694","0",,,"1","1","10","2024-07-04 11:00:52"
"11","31176900073","311769000734","Colegio Stella Matutina","1","Bogotá","Carrera 67 #180-88","San José de bavaria ","6711332 -3108602226",,,"0000-00-00","36014796","0",,,"1","3","10","2024-07-04 11:00:52"
"13","31176900007","311769000076","Colegio Divino Salvador","1","Bogotá","KR 75 162 05","suba casablanca","3013867422","www.colegiodivinosalvador.edu.co/",,"2022-06-13","36014796","0",,,"1","3","10","2024-09-17 12:06:12"
"14","31184800063","311848000634","Colegio  Teresiano","1","Bogotá","Diagonal 152 N° 20-42","Cedritos","2580265 / 2742283",,,"0000-00-00","36014796","0",,,"1","3","10","2024-10-01 12:00:13"
"15","31176900048","311769000483","Colegio Emanuel Dalzon","1","Bogotá","Transversal 41 N° 112 - 05","Puente Largo","2532053",,,"0000-00-00","9149694","0",,,"1","3","10","2024-07-04 11:00:52"
"16","31100101004","311001010048","Colegio Alvernia","1","Bogotá","Transversal 77 No.162-55","Casa Blanca Suba","6921335","https://alverniabilingue.edu.co/",,"1940-03-18","36014796","0",,,"1","3","10","2024-10-01 12:00:13"
"17","31100109435","311001094357","GIMNASIO SANTANA DEL NORTE","1","Bogotá","KR 58 # 130 A-78","La villas","6245937  --  6177952","www.gimnasiosantanadelnorte.edu.co",,"2005-03-14","36014796","1",,"DIANA DIAZ","1","2","10","2024-08-01 10:16:52"
"18","31127900077","311279000779","PARROQUIAL NUESTRA SEÑORA DEL ROSARIO","1","Bogotá","CALEE 23 G #111-96","VERSALLES","2983585","www.fesa-edu.coparroquialrosario",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"19","31127900042","311279000426","Santa Teresa De Jesus","1","Bogotá","Carrera 99 # 19 -72 ","Fontibon","2671834","www.colsanter.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-05-20 11:40:55"
"20","31100110926","368276000036","Colegio Agustiniano Tagaste","28","Floridablanca","FLORIDABLANCA KILOMETRO 6 FLORIDABLANCA",,"(607) 6187842",,,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"21","31100107549","311001075492","Liceo Juvenil Moravia","1","Bogotá","Carrera 137A # 17D-31","Puente Grande- La Alameda","5486964","https//colegioliceojuvenilmoravia.webnode.com.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"22","31100109000","311001090009","Instituto Psicopedagogico El Calpulli","1","Bogotá","Calle 18A # 121-06","San Pedro","2676206","www.calpulli.com.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"23","31100101905","311001019053","Colegio Cafam","1","Bogotá","Avenida Carrera 68 No. 64 - 45","Bosque Popular","4378999",,,"0000-00-00","4226571","0",,,"1","3","11","2024-07-23 15:56:09"
"24","31100107666","311001076669","Psicopedagogico Infantil La Aldea","1","Bogotá","carrera 117A # 31C-21","La Aldea","2676877","No aplica",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"25","31100107664","311001076642","Colegio Bilingue Nueva Alejandria","1","Bogotá","Calle 25D # 80C-05","Modelia","2632036/2634453","http://cbna.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"26","31100110137","311001101370","Liceo Bonanza Siglo XXI","1","Bogotá","Calle 75 # 70-18","Bonanza","2502734/2242038",,,"0000-00-00","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"27","31100110750","311001107505","Jardin Infantil Osito de Milel","1","Bogotá","Carrera 77B # 34-44","Modelia","2951409","www.ositodemiel.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"28","31100100903","311001009031","Colegio  El Minuto de Dios","1","Bogotá","Transversal 74 No. 81C -  05","Minuto de Dios","5082230/5933040","www.colegiosminutodedios.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"29","31100108785","311001087857","Colegio Jesus Maestro","1","Bogotá","Calle 18 # 114A-07","Fontibon","2981479","No aplica",,"0000-00-00","46788743","14",,"Lissett Perez","1","0","11","2024-09-30 15:58:55"
"30","31100100109","311001001090","Colegio Universidad LIbre","1","Bogotá","Carrera 66A # 53-40","Normandia","4232700","www.unilibre.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"31","31100102435","311001024359","Colegio Montessori de Normandia","1","Bogotá","Carrera 75 # 52A-80","Normandia","2632519","www.colegiorealescandinavo.edu.co",,"0000-00-00","4226571","0",,,"1","4","11","2024-07-23 14:58:44"
"32","31127900087","311279000876","Colegio Sicopedagogico Fontibon","1","Bogotá","Calle 17B # 107-52","Fontibon","4154597  /  4154468","www.colsicopedagogicofontibon.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"33","31100109327","311001093270","Jardin Psiocopedagogico Carrusel Del Saber Jugando (col. Centenario)","1","Bogotá","Carrera 105C # 16F-44","Fontibon","4131053","No aplica",,"0000-00-00","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"34","31100109365","311001093652","Colegio Agustiniano Ciudad Salitre","1","BOGOTA D.C. - BOGOTA DISTRITO CAPITAL","CL 23 C 69 B 01",,"(607) 6187842","www.agustinianosalitre.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-17 12:01:08"
"35","31127900009","311279000094","Colegio San Pedro Claver","1","Bogotá","cra 98#17A-19","Fontibon","4151343","https://fesa.edu.co/colsanpedro",,"0000-00-00","4226571","0",,,"1","3","11","2024-05-20 11:40:55"
"36","31100109970","311001099707","Liceo Infantil El Mundo del niño feliz","1","Bogotá","Calle 22G # 118-26","La Aldea","2989793","No aplica",,"0000-00-00","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"37","31127900028","311279000281","Colegio Santa Ana de Fontibon","1","Bogotá","Carrera 103B # 18-41","Fontibon","2670543","www.colegiosantaana.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"38","31127900106","311279001066","Liceo Maria Leonza","1","Bogotá","Carrera 108 # 17B-80","Fontibon","2673832 / 5489742","No aplica",,"2022-05-17","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"39","31100100085","311001000859","Colegio Margarita Bosco (CENT CIAL DE EDUC MEDIA MARGARITA BOSCO)","1","Bogotá","Av Calle 63 No. 73A - 44","El encanto","7431279/4385927","https://colegiomargaritab.com",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"40","31100100399","311001003998","Colegio San Damian (Parroquial San Mateo)","1","Bogotá","Calle 78 # 62-41","San Fernando","2503997",,,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"41","42547300086","425473000866","Gimnasio Campestre Marie Curie","1","Bogotá","Zona franca vereda San Francisco","Fontibon ","4188019",,,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"42","31100100111","311001001111","Colegio San Felipe Neri","1","Bogotá","Carrera 27C # 71-80","San Felipe","2251144","www.sanfelipeneribogota.edu.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"43","31127900039","311279000396","Colegio San Jose de Fontibon","1","Bogotá","Carrera 100 # 24-60","Fontibon","4133127","https://fesacolsanjose.edu.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"44","31100108754","311001087547","Colegio Naval","1","Bogotá","Calle 66 # 66-15","J. Vargas","2500435/3115279","https://colegiosnavales.armada.mil.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"45","31100108749","311001087491","Colegio Madre Adela","1","Bogotá","Carrera 84 # 69A-98","La Clarita","2233139","www.colegiomadreadela.com",,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"46","31184800257","311848002572","Colegio Moderno Americano","1","Bogotá","Calle 69 # 15-40","Concepcion Norte","2126495",,,"0000-00-00","74838","0",,,"1","0","11","2024-07-23 15:56:09"
"47","31100108979","311001089795","Liceo El Encuentro","1","Bogotá","Carrera 20 # 81-55","Los Heroes","4555530 ext 1016",,,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"48","31100101734","311001017344","Liceo Catolico","1","Bogotá","Carrera 22 # 77A-32","Colombia","2352956 / 2170612","www.liceocatolico.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"49","31127900035","311279000353","Colegio de los Andes","1","Bogotá","Carrera 102 # 21A-12","Fontibon","2670551",,,"0000-00-00","4226571","0",,,"1","3","11","2024-07-23 15:56:09"
"50","31100110758","311001107581","Gimnasio Modelia Real","1","Bogotá","Carrera 82 # 24C 75","Modelia","4106916","https://gimnasiomodeliareal.edu.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"51","31100110642","311001106428","LICEO AMERICANO MI GRAN CASA AZUL","1","Bogotá","Cll 24B # 74 - 30   ","Modelia","4127146",,,"0000-00-00","4226571","14",,,"1","3","11","2024-10-18 20:57:42"
"52","31127900090","311279000906","Instituto La Anunciacion","1","Bogotá","Carrera 100 # 16i- 63","Fontibon","4188491","www.ilafon.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"53","31100109415","311001094152","Liceo Gabriela Mistral","1","Bogotá","Calle 22Dbis # 118A-77","La Aldea","4154329/2989149","No aplica",,"2022-02-01","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"54","31100100708","311001007080","Colegio Antonio Nariño HH Corazonistas","1","Bogotá","Carrera 16 # 60-55","Chapinero","2113524","https://can.corazonistas.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"55","31100107511","311001075115","Liceo Colombianito","1","Bogotá","Calle 52A # 75-71","Normandia","2955451",,,"0000-00-00","4226571","0",,,"1","4","11","2024-07-23 15:56:09"
"56","31100100862","311001008621","Colegio Real Escandinavo","1","Bogotá","Carrera 71 # 51-27","Normandia","2630110/7562714","www.colegiorealescandinavo.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"57","31100109990","311001099901","Gimnasio Colombo Australiano","1","Bogotá","Calle 51 # 70C-36","Normandia","2632303",,,"0000-00-00","74838","0",,,"1","0","11","2024-07-23 15:56:09"
"58","31100100083","311001000832","Gimnasio Moderno","1","Bogotá","Carrera 9 # 74-99","El Nogal","5401888","https://gimnasiomoderno.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-10-01 12:00:13"
"59","31100101697","311001016976","Colegio San pedro Nolasco","1","Bogotá","Calle 68 # 18-14","7 de Agosto","2173003 / 6068996",,,"0000-00-00","74838","0",,,"1","1","11","2024-07-23 15:56:09"
"60","31100100868","311001008680","Instituto Tecnico Industrial Centro Don Bosco ","1","Bogotá","Avenida El Dorado # 69-96","Normandia","2630808","www.centrodonbosco.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"61","31100102772","311001027722","Gimnasio Fidel Cano","1","Bogotá","Calle 23 # 81D-11","Modelia","2636875 / 4298492","www.gfc.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"62","31100110500","311001105006","Gimnasio Camelot","1","Bogotá","Carrera 86 # 22F-18","Modelia","4107026 / 2955188","htpps://grupocamelot.edu.co",,"0000-00-00","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"63","31127900138","311279001384","Instituto Infantil La Esperanza","1","Bogotá","Carrera 108 # 18B-18","Fontibon Belen","2671423",,,"0000-00-00","4226571","0",,,"1","4","11","2024-09-02 15:02:19"
"64","31100109976","311001099766","Gimnasio San Bartolome","1","Bogotá","Carrera 82 # 25B-44","Modelia","2635794",,,"0000-00-00","4226571","14",,,"1","1","11","2024-09-30 15:58:55"
"65","31100100452","311001004528","Liceo Cervantes El Retiro","1","Bogotá","Carrera 8 # 83-29","El Retiro","2368588 / 5303325","www.liceodecervantesretiro.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"66","11100102763","311001016976","Colegio de la Contraloria","1","Bogotá","Calle 57B # 37-34","Nicolas de Federman","2229926/27",,,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"67","31127900123","311279001236","Colegio Militar Antonio Galan","1","Bogotá","Carrera 103B # 17-31","Fontibon","4212144 / 4158115","www.colmiljoseantoniogalan.edu.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-07-23 15:56:09"
"68","31127900004","311279000043","Colegio Nuestra señora del Carmen","1","Bogotá","Calle 21 # 100-80","Fontibon","2672746","www.colnuestrasradelcarmen.com",,"0000-00-00","4226571","0",,,"1","2","11","2024-05-20 11:40:55"
"69","31127900037","311279000370","Liceo Santa Teresita de LIseoux","1","Bogotá","Transversal 96B # 20D-51","Fontibon","2670801 / 7561556",,,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"70","31100100517","311001005176","Liceo Navarra","1","Bogotá","Carrera 74 # 24B-80","Modelia","2637614","www.liceonavarra.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"71","31184800032","311848000324","Colegio Colombo Gales","1","Bogotá","Avenida Guaymaral Costado Sur Aeropuerto Guaymaral","Guaymaral","6684910","https://colegiocolombogales.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-10-01 12:00:13"
"72","31100100031","311001000310","C GLENN DOMAN","1","Bogotá","CL 39 B BIS 28 A 59","soledad","2442261 -- 2684883","www.colegioglenndoman.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"73","31100101082","311001010820","SAN BARTOLOME LA MERCED","1","Bogotá","KR 5 33 B 80","centro","3436300","https://sanbartolo.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"74","31100100187","311001001871","COLEGIO EL CARMELO","1","Bogotá","CL 45 25 A 29","la soledad","2442968 -- 2442990","www.colegioelcarmelo.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-07-23 15:56:09"
"75","31100100287","368276002802","COLEGIO SANTA CLARA ","28","Floridablanca","CL 23 A 27 02",,"6909447","www.santaclara.edu.co",,"0000-00-00","74838","0",,"CESAR GONZALEZ","1","0","11","2024-08-15 15:30:54"
"76","31100100069","311001000697","LICEO LATINOAMERICANO","1","Bogotá","CALLE 28 # 15 - 21 ","TEUSAQUILLO","	2326990","www.liceolatinoamericano.edu.co",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"77","31100103185","311001031851","GIMNASIO WILLIAM MACKINLEY","1","Bogotá","DG 22 B # 48 - 53 ","CORFERIAS","3690404 / 05 / 06",,,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"78","31100104563","311001045631","Gimnasio Jhon Cabot","1","Bogotá","Calle 78 # 69P-61","Las Ferias","2508049","www.gimnasiojhoncabot.com",,"0000-00-00","4226571","0",,,"1","4","11","2024-07-23 15:56:09"
"79","31100100527","311001005273","Instituto Henao y Arrubla","1","Bogotá","Carrera 70G # 74-13","Bonanza","5478721/5478736","www.institutohenaoyarrubla.edu.co",,"0000-00-00","4226571","0",,,"1","4","11","2024-07-23 15:56:09"
"80","31127900031","311279000311","Colegio Nuestra Señora del Perpetuo Socorro","1","Bogotá","Calle 17 # 106-31","Fontibon","2671243","No aplica",,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"81","31100108954","311001089540","Gimnasio Nuevo Modelia","1","Bogotá","Transversal 73A # 24C-85","Modelia","7447295","www.gimnasionuevomodelia.edu.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"82","31100108758","311001087580","Colegio Amanecer","1","Bogotá","Calle 24B bis # 73A-14","Modelia","2952464",,,"0000-00-00","4226571","0",,,"1","4","11","2024-07-23 15:56:09"
"83","31100100103","311001001031","Gimnasio Corazón de Maria","1","Bogotá","Carrera 57A # 73-24","San Fernado","2400012/2502460","https://girazoma.edu.co",,"0000-00-00","4226571","0",,,"1","2","11","2024-09-02 15:02:19"
"84","31100100050","311001000506","Colegio Calasanz Femenino","1","Bogotá","Calle 45 # 45-51","La Esmeralda","2214807/2358662",,,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"85","42537700052","425377000529","COLEGIO TILATÁ","15","La Calera","Km. 9 via Bogotá - La Calera","La Calera","5921414","https://colegiotilata.edu.co/",,"0000-00-00","36014796","0",,,"2","2","11","2024-07-23 15:56:09"
"86","42537780003","311001105430","COLEGIO LA COLINA","15","La Calera","Km. 9,5 via Bogotá - La Calera","Vereda el salitre - La Calera","3180778224","https://colegiolacolinaclc.edu.co/",,"0000-00-00","36014796","0",,,"2","2","11","2024-07-23 15:56:09"
"87","42537707671","425377076711","COLEGIO EKIRAYÁ MONTESSORI","15","La Calera","KM. 7 VIA LA CALERA 300 METROS PASANDO EL PEAJE","La Calera","8608158-8608516","https://colegioekiraya.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"88","31100101110","311001011109","Colegio RR Oblatas al Divino Amor","1","Bogotá","Carrera 71A # 52-29","Normandia","2631269","www.rodabogota.edu.co",,"0000-00-00","74838","0",,,"1","2","11","2024-07-23 15:56:09"
"91","31100100613","311001006130","Instituto Infantil Juvenil INJUV","1","Bogotá","Calle 22 a # 96 i - 06","FERROCAJA","2671208","www.injun.edu.co",,"0000-00-00","4226571","0",,,"1","3","11","2024-09-02 15:02:19"
"92","31100103820","311001038201","Liceo de la Universidad Catolica","1","Bogotá","Carrera 15 # 46-69","Palermo","2450927",,,"0000-00-00","4226571","0",,,"1","1","11","2024-09-02 15:02:19"
"93","31176900016","311769000165","Colegio San Jorge de Inglaterra","1","Bogotá","Carrera 92 # 156-88","Suba","6014324000","https://www.sgs.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"94","31176900086","311769000866","Fundación Nuevo Marymount","1","Bogotá","Calle 170 # 74A - 02","170","6016699077","https://marymountbogota.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"95","31176900047","311769000475","Gimnasio Iragua","1","Bogotá","Calle 170 # 76-55","Suba","6679500","https://aspaen.edu.co/iragua/","aspaenbogota@aspaen.edu.co","0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"96","31176900347","311769003474","Colegio Andino","1","Bogotá","Carrera 51 #218-85","Guaymaral","6684250","https://www.colegioandino.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"97","31184800101","311848001011","Colegio Anglo Colombiano","1","Bogotá","Carrera 19 #152A-48","Cedritos","2595700",,,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"98","31184800069","311848000693","Colegio The English School","1","Bogotá","Calle 170 # 15-68","Santa Teresa","6767700",,,"0000-00-00","36014796","0",,,"1","1","11","2024-07-23 15:56:09"
"99","31176900178","311769001781","Colegio Abraham Linconl","1","Bogotá","Diagonal 170 # 59-57","San Felipe","6767360",,,"0000-00-00",,"0",,,"1","0","11","2024-07-23 15:56:09"
"100","31184800093","311848000936","Colegio Santa María","1","Bogotá","Carrera 11 # 85B -17","Chico","6714440","https://www.csm.edu.co/","colegiosantamaria@csm.edu.co","0000-00-00","36014796","0",,,"2","2","11","2024-07-23 15:56:09"
"101","31176900429","311769004292","Colegio San Mateo Apóstol","1","Bogotá","Calle 215 # 50-24","Arrayanes","6761139","https://www.csma.edu.co","info@csma.edu.co","0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"102","31100104266","311001042667","GIMNASIO FONTANA","1","Bogotá","CL 221 # 108 - 20","Suba","7420303 EXT 106","www.gimnasiofontana.ehttps://gimnasiofontana.edu.co",,"0000-00-00","36014796","1",,,"2","3","11","2024-08-01 10:16:52"
"104","31100108728","311001087288","Gimnasio La Montaña","1","Bogotá","Carrera 51 # 214-55","Arrayanes","6761861",,,"0000-00-00",,"0",,,"1","0","11","2024-10-01 12:00:13"
"105","31100103363","311001033633","Centro Educativo y Cultural Reyes Católicos","1","Bogotá"," Calle 127A # 11B-24","La Calleja","2747012","https://cceereyescatolicos.educacion.es/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"106","31176900281","311769002818","Colegio Ciedi","1","Bogotá","Km 3 vía suba cota","Suba","6016830604","https://ciedi.edu.co/",,"0000-00-00","36014796","0",,,"2","2","11","2024-10-01 12:00:13"
"107","31100104516","311001045160","Fundación Gimnasio Los Portales","1","Bogotá","Calle 212 # 77-20","Arrayanes","6764055",,,"0000-00-00","36014796","0",,,"1","2","11","2024-07-23 15:56:09"
"108","31100110098","311001100985","Colegio Bilingue Richmond","1","Bogotá","Carrera 53 # 222-76","Arrayanes","6763864","https://richmondschool.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-10-01 12:00:13"
"109","31176900392","311769003920","Gimnasio La Montaña","1","Bogotá","Carrera 51 # 214-55","Arrayanes","6761861","https://www.glm.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"111","31176900184","311769001846","Colegio The English School","1","Bogotá","Calle 170 # 15-68 ","La Uribe","6767700",,,"0000-00-00","74838","0",,,"1","0","11","2024-07-23 15:56:09"
"112","31176900393","311769003938","Colegio San Carlos","1","Bogotá","Calle 192 # 9-45","La Uribe","5929000","https://www.sancarlos.edu.co/",,"0000-00-00","36014796","0",,,"1","3","11","2024-07-23 15:56:09"
"114","31100107569","311001075697","Gimnasio Fontana","1","Bogotá","Calle 221 # 108-20","Guaymaral","7420303",,,"0000-00-00","74838","0",,,"1","0","11","2024-07-23 15:56:09"
"115","31176900069","311769000696","Colegio Bilingue Abraham Lincoln","1","Bogotá","Calle 170 # 65-32","San Jose De Bavaria","6017433166","https://abrahamlincoln.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"116","31176900334","311769003342","Fundacion Nuevo Marymount","1","Bogotá","Calle 170 # 65-94","San Jose De Bavaria","6699077",,,"0000-00-00","74838","0",,,"1","3","11","2024-07-23 15:56:09"
"117","31184800282","311848002823","Colegio San Mateo Apostol","1","Bogotá","Call 215 # 50-24","Guaymaral","6761139",,,"0000-00-00","74838","0",,,"1","0","11","2024-07-23 15:56:09"
"118","31184800235","311848002351","Fundacion Gimnasio Los Portales","1","Bogotá","Calle 212 # 77-20","Guaymaral","6764055",,,"0000-00-00","74838","0",,,"1","0","11","2024-07-23 15:56:09"
"119","31100110728","311001107289","Colegio San Tarsicio","1","Bogotá","Calle 169B # 62-30 ","San Jose De Bavaria","6017430132","https://santarsicio.edu.co/",,"0000-00-00","36014796","0",,,"2","2","11","2024-07-23 15:56:09"
"120","31100110727","311769003938","Colegio Bilingue Buckinghan","1","Bogotá","Carrera 52 # 214-55","Arrayanes","9172136","https://buckinghamschool.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"121","42517503267","311848000278","Colegio Gimnasio Vermont","1","Bogotá","Calle 195 # 54-75","Guaymaral","6748070","https://www.gimnasiovermont.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"122","31100110543","311001105430","Colegio Moderno Jonh Dewey","1","Bogotá","Transversal 54 # 111-85","La Alhambra","6797151","https://johndeweyschool.edu.co/",,"0000-00-00","36014796","0",,,"2","1","11","2024-07-23 15:56:09"
"123","31100110751","311001107513","Colegio Gimnasio Pepa Castro","1","Bogotá","Avenida Carrera 72 # 175-40","San Jose De Bavaria","9054779 / 3043364771",,,"0000-00-00","36014796","0",,,"1","4","11","2024-07-23 15:56:09"
"124","31100110238","311001102384","Colegio Los Nogales","1","Bogotá","Calle 202 # 56-50","Arrayanes","6761128",,,"0000-00-00",,"0",,,"2","0","11","2024-06-26 16:15:21"
"125","31100110099","311001100993","Colegio Gimnasio del Norte","1","Bogotá","Calle 207 # 70-50","Arrayanes","6683939","https://www.gimnasiodelnorte.edu.co/","informacion@gimnasiodelnorte.edu.co","0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"126","31100110570","311848002351","Colegio Santa Francisca Romana","1","Bogotá","Calle 151 # 16-40","Cedritos","5804444",,,"0000-00-00","36014796","0",,,"2","3","11","2024-10-01 12:00:13"
"127","41176900089","311001107289","Gimnasio Alejandro Volta","1","Bogotá","Calle 119 # 4-79","Usaquen","7438850","https://www.gimnasiovolta.edu.co/",,"0000-00-00","36014796","0",,,"2","2","11","2024-07-23 15:56:09"
"128","31100100207","311001002070","Gimnasio Yacard","1","Bogotá","Carrera 65 # 170-85","San Jose De Bavaria","6718305",,,"0000-00-00","36014796","0",,,"1","1","11","2024-07-23 15:56:09"
"129","31100100102","425175032674","Colegio Bilingue  Rochester","1","Bogotá","Autopista Norte Km. 15","La Caro","7496000","https://www.rochester.edu.co/",,"0000-00-00","36014796","0",,,"2","3","11","2024-07-23 15:56:09"
"130","31100103284","311001032840","COLEGIO LA COLINA CAL. B","1","Bogotá","CARRERA 80 No. 147 - 50","Suba","6828417 / 6837770 / ",,,"0000-00-00",,"0",,,"2","4","11","2024-07-23 15:56:09"
"131","31100109065","311001090653","The Victoria School","1","Bogotá","Calle 215 # 50-60","Arrayanes","6016761503","https://thevictoriaschool.edu.co/","secacademica@tvs.edu.co","0000-00-00","36014796","0",,,"2","2","11","2024-07-23 15:56:09"
"132","31100100098","311001102384","Colegio Gran Bretaña","1","Bogotá","Carrera 51 # 215-20","Arrayanes","6760391",,,"0000-00-00","36014796","0",,,"1","1","11","2024-07-23 15:56:09"
